description,category,severity,source,label,augmented,scenario
حساب مسؤول تقني في مركز العمليات الأمنية SOC يمتلك وصولاً إلى منصة إدارة المعلومات والأحداث الأمنية SIEM دون تفعيل MFA، وهو ما يُعدّ مفارقة أمنية صارخة في ظل كون هذا النظام هو المسؤول عن رصد التهديدات الأمنية للبنك. الحساب يملك صلاحيات تعديل قواعد الكشف وإدارة التنبيهات مما يُتيح للمهاجم المحتمل تعطيل منظومة المراقبة الأمنية بالكامل. تم رصد المخالفة أثناء تدقيق خارجي شامل للبنية الأمنية. غياب MFA هنا يُعرّض البنك لمخاطر تعمية أمنية شاملة.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2,False,
تم اكتشاف أن حساب المسؤول المشترك للوحة تحكم نظام الدفع الإلكتروني ومنصة الخدمات الرقمية يستخدم كلمة مرور مشتركة بين 4 موظفين في فريق العمليات الرقمية دون توثيق رسمي. كلمة المرور المشتركة لا تتوافق مع متطلبات التعقيد المطلوبة وقد أُخبر بها موظفون سابقون لم يتم تغييرها بعد مغادرتهم. هذا الوضع يُفقد إمكانية المساءلة والتدقيق الفردي على العمليات الحساسة. يُعدّ غياب الحسابات الفردية انتهاكاً صريحاً لمبادئ المساءلة وعدم الإنكار في الأنظمة المالية.,WEAK_PASSWORD,High,data\imtithal_violations_latest.csv,7,False,
خلال اختبار اختراق داخلي، يمتلك موظف فرع الرياض user_branch_ahmad صلاحية فتح حسابات عملاء جدد وتجاوز حدود التحقق من الهوية (KYC Override) في نفس الوقت. يُتيح هذا فتح حسابات لعملاء لا يستوفون متطلبات التحقق الكامل. تم رصد فتح 11 حساباً بدون وثائق KYC مكتملة باستخدام صلاحية التجاوز. يُعرّض هذا البنك لمخاطر الامتثال التنظيمي ومتطلبات مكافحة غسل الأموال. ويتطلب إجراءً تصحيحياً خلال 30 يوماً.,SEGREGATION_OF_DUTIES,Medium,data\imtithal_violations_latest.csv,4,True,
Password policy violation: جهاز الصراف الآلي ATM في أحد فروع جدة يعمل بكلمة مرور افتراضية لحساب الإدارة عن بُعد لم يتم تغييرها منذ تركيب الجهاز. كلمة المرور الافتراضية معروفة ومنشورة في وثائق الشركة المصنعة المتاحة عبر الإنترنت. هذا الوضع يمكّن أي جهة خبيثة من الوصول عن بُعد لإعدادات الجهاز وبرمجيات التحكم في الصرف. اكتشف الفريق هذه الثغرة أثناء فحص أمني ميداني شامل لأسطول الصرافات.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,True,
"مخالفة إدارة الحسابات المميزة PAM: ملاحظة امتثال مستخرجة من 2-2-3 (NCA_ECC_2024_EN.pdf): Cybersecurity requirements for identity and access management of the entity shall include the following as a minimum: 2.2.3.1 Single-factor authentication based on username and password. 2 Cybersecurity Defense 2 Essential Cybersecurity Controls ﻣﻘﻴﺪ- ﻣحﺪود 20 Document classification: Public TLP: White مقيد- محدود 2.2.3.2 Multi-factor authentication, and defining the suitable authentication factors and their numbers as well as the suitable authentication techniques based on the result of impact assessment of authentication failure and bypass for remote access and for privileged accounts. 2.2.3.3 User authorization based on identity and access control principles (Need-to- Know and Need-to-Use principle, Least Privilege principle, and Segregation of Duties principle). 2.2.3.4 Privileged acce وتم توثيق الملاحظة في تقرير التدقيق.",PAM,Medium,legal_articles_from_pdfs.json,3,True,
"نقص في سجلات التدقيق audit trail: insider threat 
[CNSSI 4009, Adapted] 
The threat that an insider will use her/his authorized access, 
wittingly or unwittingly, to do harm to the security of 
organizational operations and assets, individuals, other 
organizations, and the Nation",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0,True,
حساب مشرف على نظام إدارة الامتثال (Compliance Management System) يعيد استخدام كلمة المرور ذاتها المستخدمة على نظام البريد الإلكتروني الخارجي. تم رصد تسريب بيانات اعتماد هذا المستخدم في قاعدة بيانات مسرّبة على الإنترنت المظلم (Dark Web). الحساب يملك صلاحية الاطلاع على حالات التحقيق في غسيل الأموال المفتوحة. هذه المخالفة تعرّض سرية التحقيقات الجارية للخطر. ويتطلب إجراءً تصحيحياً خلال 30 يوماً.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,True,
"خادم قاعدة البيانات الخاصة بنظام إدارة الودائع يحتوي على حساب قاعدة البيانات SA (System Administrator) الافتراضي مفعلاً بكلمة مرور لا تلبي متطلبات التعقيد المطلوبة وهي 'sa' فقط وهي الكلمة الافتراضية لبعض أنظمة إدارة قواعد البيانات. اكتشف الفريق هذا الثغرة خلال تدقيق أمني روتيني حيث تبين أن الخادم متصل بشبكة الإنتاج مباشرةً. هذه الثغرة تتيح إمكانية الوصول الكامل لقاعدة بيانات الودائع التي تحتوي على بيانات أكثر من 200,000 عميل. ولم يُعثر على تذكرة موافقة مرتبطة.",WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,True,
في سيناريو بنكي واقعي، يمتلك حساب المستخدم reem.alsultan في قسم الموارد البشرية صلاحية إنشاء موظفين جدد في نظام الرواتب وصلاحية تعديل أرقام الحسابات البنكية للموظفين الحاليين وصلاحية الاطلاع على تقارير صرف الرواتب التفصيلية. هذا التوليف يُتيح نظرياً إنشاء موظف وهمي أو تحويل راتب موظف حقيقي لحساب آخر ومتابعة نجاح العملية دون أي طرف ثالث. رُصد تعديل 8 أرقام حسابات بنكية خلال أسبوع واحد من قِبَل هذا الحساب. وتم توثيق الملاحظة في تقرير التدقيق.,SEGREGATION_OF_DUTIES,High,data\imtithal_violations_latest.csv,4,True,
Stale account — لم يُلغَ بعد انتهاء الخدمة: حساب المستخدم تطبيق API خاص بشركة FinTech شريكة يحمل الاسم api_fintech_partner_old لا يزال يمتلك مفاتيح API نشطة رغم انتهاء اتفاقية الشراكة منذ عام. الحساب يمتلك الأذونات استعلام على خدمات Open Banking الخاصة بالبنك. تم رصد استدعاءات API منتظمة كل 15 دقيقة خلال الأسبوعين الماضيين. هذا يشير إلى احتمال استخدام غير مصرح به لواجهات البرمجة البنكية. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,STALE_ACCOUNT,Critical,data\imtithal_violations_latest.csv,5,True,
امتيازات DB/ERP أوسع من الحاجة: موظف في قسم تقنية المعلومات يعمل على صيانة أجهزة الصرف الآلي (ATM) يمتلك صلاحيات وصول منطقي كاملة إلى نظام إدارة الصرف الآلي ATM Management System بما تشمل تعديل حدود السحب اليومية وإعادة ضبط الأجهزة عن بُعد. هذه الصلاحيات تتجاوز متطلبات مهمة الصيانة الجسدية المقتصرة على فحص الأجهزة ميدانياً. يُعدّ هذا تجاوزاً لمبادئ فصل المهام بين الفريق التقني وفريق عمليات الصرف الآلي. وتم توثيق الملاحظة في تقرير التدقيق.,EXCESSIVE_PRIVILEGES,High,data\imtithal_violations_latest.csv,1,True,
في بيئة Core Banking الإنتاجية، هوية النظام مقاول خارجي منتهي العقد لا يزال نشطاً في نظام الخزينة ويستخدم كلمة مرور ضعيفة مكونة من 8 أحرف فقط بدون رموز خاصة. المقاول أنهى عمله في البنك منذ 6 أشهر ولكن الحساب لم يُلغَ أو يُجمَّد. الحساب يملك صلاحيات القراءة على أسعار الصرف وبيانات محافظ الاستثمار. يُعد هذا انتهاكاً لمبدأ الحد الأدنى من الصلاحيات وإدارة دورة حياة الهوية. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,True,
"SIEM/logging gap: (8)
 
 يجب على مقدم
خدمة إنشاء املدفوعات 
 التواصل بشكل آمن مع مقدم خدمات
حساب املدفوعات 
 والتعريف بهويته عند
.كل عملية اتصال 
 57 
 
 املادة الثامنة والتسعون 
(1)
 
 يجب على مقدم
خدمة إنشاء املدفوعات 
 قبل إنشاء أمر خدمات مدفوعات أن يقدم إلى
الدافع 
 معلومات واضحة وشاملة
 وباللغة املتفق عليها، على أن تشمل–كحد أدنى– 
:ما يلي 
(أ)
 
 اسم مقدم
خدمة إنشاء املدفوعات ولم يُعثر على تذكرة موافقة مرتبطة.",AUDIT_LOG_MISSING,Medium,pdf:SAMA_AR_1430_VER1.pdf,0,True,
