description,category,severity,source,label
تم رصد حساب المدير الإداري لنظام Core Banking يقوم بتسجيل دخول متكرر في ساعات غير اعتيادية بين الساعة 2:00 و4:00 فجراً خلال أيام العطل الرسمية. الحساب أجرى تعديلات على حدود السحب لعدد من العملاء دون مسار تدقيق واضح. تشير البيانات إلى أن عنوان IP المستخدم يختلف عن عنوان IP المعتاد للموظف المعني، وينتمي إلى نطاق جغرافي خارج المملكة العربية السعودية.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
حساب المقاول الخارجي 'contractor_james.miller' المفوّض بأعمال صيانة نظام Core Banking لمدة محدودة، استمر في تسجيل الدخول بعد انتهاء العقد بـ 23 يوماً. الحساب قام بالوصول إلى وحدة إدارة بارامترات المنتجات البنكية وأجرى تعديلات على جدول أسعار الفائدة. لم يتلقَّ فريق إدارة الهوية أي إشعار بانتهاء العقد.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
"سيناريو تعافي DRP-084: تهديد 'فشل نظام قاعدة البيانات' يؤثر على [أجهزة المستخدمين النهائية, خوادم قواعد البيانات, أنظمة كشف التسلل]. إجراءات: تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء. التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
حساب خدمة مخصص لنظام معالجة الرواتب في قسم الموارد البشرية (HR Payroll System) قام بإجراء 47 عملية تحويل مالية خارج دورة الرواتب الشهرية المعتادة. التحويلات موزعة على حسابات خارجية غير مدرجة في قاعدة بيانات الموردين المعتمدين. تجاوزت القيمة الإجمالية للتحويلات 2.3 مليون ريال سعودي خلال 48 ساعة، وهو ما يتعارض مع النمط التشغيلي المعتاد للحساب.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
"**معرف العملية:** P-034
    **اسم العملية:** عمليات الخزانة

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'تصيد احتيالي (Phishing)' يستهدف 'أنظمة كشف التسلل'، وهو أحد الأصول الرئيسية لعملية 'عمليات الخزانة'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'تكوينات خاطئة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'عمليات الخزانة' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 1.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 5 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 6 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'تطبيق المراسلة الآمن', 'الاسم': 'SecureChat'}
    - **سبب التواصل:** طلب تفعيل خطة استمرارية الأعمال.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",SUSPICIOUS_BEHAVIOR,Critical,data\bank_scenarios_import.csv,6
تم اكتشاف أن الحساب الوهمي 'svc_backup_01' المسجّل كحساب خدمة نسخ احتياطي يقوم بمحاولات اختبار منتظمة لبيانات اعتماد حسابات المسؤولين الآخرين. يستخدم الحساب قائمة كلمات مرور مشتركة ضمن هجوم Password Spraying بمعدل طلب منخفض للتهرب من آليات الكشف. لم يتم إنشاء هذا الحساب وفق الإجراءات المعتمدة ولا يوجد له مالك واضح في نظام إدارة الهويات. يشير هذا إلى احتمال وجود حساب باب خلفي أُنشئ من قِبَل جهة ضارة داخلية أو خارجية.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
سيناريو تعافي DRP-093: تهديد 'تسرب بيانات' يؤثر على [خوادم قواعد البيانات]. إجراءات: تعطيل الوصول غير المصرح به. تحويل حركة المرور إلى الموقع البديل (DR Site).,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
عملية بنكية: منصة التداول الإلكتروني | القسم: القنوات الرقمية | حرجية: حرج | التهديد: هجوم برامج الفدية (Ransomware) | نقطة الضعف: نقص النسخ الاحتياطي | الأصول: أنظمة التخزين السحابي | RTO: 4.0h | RPO: 30m,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
حساب مستخدم في قسم الاستثمار والأوراق المالية رصد النظام قيامه بتسجيل الدخول من موقعين جغرافيين متزامنين، الأول من مكاتب البنك في الرياض والثاني من عنوان IP يعود لدولة أجنبية. خلال الجلسة المزدوجة، تم تنفيذ صفقات شراء أسهم بقيمة 4.7 مليون ريال من الجلسة الخارجية في حين كانت الجلسة المحلية تعرض شاشة توقف. الصفقات المنفذة تتعلق بورقة مالية تخضع لقيود التداول الداخلي وفق سياسة التداول المحظور. يُمثّل هذا الحادث احتمالاً مزدوجاً لاختراق الحساب وانتهاك قواعد التداول.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
سيناريو تعافي DRP-038: تهديد 'هجوم حجب الخدمة (DDoS)' يؤثر على [تطبيقات الويب]. إجراءات: تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية. تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
رُصد حساب المقاول الخارجي 'John Williams' المخصص لأعمال صيانة نظام الخزينة وهو يحاول الوصول إلى وحدات غير مرخصة له ضمن نظام إدارة الخزينة (TMS). جرت عدة محاولات وصول فاشلة لوحدة إدارة الاستثمارات وقاعدة بيانات أسعار الصرف الآني. تجاوز المقاول نطاق صلاحياته المحددة في عقد الخدمة. يُشير هذا النشاط إلى محاولة تصعيد الصلاحيات للوصول إلى بيانات مالية حساسة.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
رصد نظام SIEM حساب مدير شبكة 'net_admin_omar' يقوم بتعطيل سجلات التدقيق (Audit Logs) بشكل متكرر على خوادم Core Banking بحجة الصيانة الدورية، لكن لا توجد تذاكر صيانة مجدولة تبرر ذلك. تم تعطيل السجلات لمدة تراوحت بين 15 و40 دقيقة في كل مرة، وهي فترات كافية لإخفاء أي نشاط مشبوه. تكرر هذا السلوك أربع مرات خلال شهر واحد مما يرفع مستوى الخطورة بشكل كبير.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
كشف نظام PIM عن أن حساب مقاول تقنية المعلومات 'contractor_it_support01' يقوم باستخدام بيانات اعتماد خاصة بمستخدم دائم آخر للوصول إلى نظام الموارد البشرية. يشير تحليل أنماط الكتابة والتحرك بين الشاشات إلى أن من يستخدم الجلسة ليس المستخدم الأصيل. تعرّض الحساب المُنتحَل لعملية تصيد احتيالي قبل 3 أيام، ويُرجَّح أن بيانات الاعتماد تم اختراقها حينها.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
