description,category,severity,source,label
رصد نظام المراقبة حساب الخدمة 'svc_HRPayroll' يقوم بطلبات API غير اعتيادية نحو قاعدة بيانات الرواتب خارج نافذة المعالجة الدورية المجدولة. تضمّنت الطلبات استعلامات تعديل على سجلات الرواتب لـ 12 موظفاً في الإدارة العليا دون وجود طلب رسمي في نظام الموارد البشرية. تم اكتشاف أن بيانات اعتماد الحساب قد تسرّبت ضمن كود مصدري منشور على منصة خارجية.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
سيناريو تعافي DRP-065: تهديد 'خطأ بشري' يؤثر على [تطبيقات الويب]. إجراءات: تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية. تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
ملاحظة امتثال مستخرجة من DOC:SAMA_EN_5888_VER1:011 (SAMA_EN_5888_VER1.pdf): ces ................................................................................................. 31 3.3.14 Cyber Security Event Management .................................................................................... 33 3.3.15 Cyber Security Incident Management ................................................................................ 33 3.3.16 Threat Management ........................................................................................................... 34 3.3.17 Vulnerability Management ................................................................................................. 35 3.4 Third Party Cyber Security .......................................................................................................... 36 3.4.1 Contract and Vendor Manage,SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
عملية بنكية: نظام الصراف الآلي ونقاط البيع | القسم: العمليات التقنية | حرجية: متوسط | التهديد: اختراق قاعدة البيانات | نقطة الضعف: نقص النسخ الاحتياطي | الأصول: أنظمة الدفع الإلكتروني | RTO: 8.0h | RPO: 120m,SUSPICIOUS_BEHAVIOR,Medium,data\bank_scenarios_import.csv,6
"ملاحظة امتثال مستخرجة من 2-13-3 (NCA_ECC_2018.pdf): -3 Sharing incidents notifications, threat intelligence, breach indicators and reports with NCA.",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
"سيناريو تعافي DRP-097: تهديد 'كارثة طبيعية (حريق)' يؤثر على [أنظمة الدفع الإلكتروني, أجهزة المستخدمين النهائية]. إجراءات: تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية. التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"حساب مستخدم تابع لموظف في قسم الخزانة (Treasury) يُظهر نمط وصول غير طبيعي إلى بيانات سعر الصرف وتقارير السيولة السرية خلال فترة إشعار استقالته. الحساب قام بتنزيل أكثر من 1,200 ملف خلال 3 أيام تضمنت بيانات حساسة عن محفظة الاستثمارات. لم يكن الموظف مفوضاً بالوصول إلى هذا المستوى من التصنيف وفق سياسة صلاحيات البنك.",SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
رُصد على حساب موظف الامتثال 'fahad.alqahtani' محاولات متكررة للوصول إلى سجلات مراقبة مكافحة غسيل الأموال (AML) خاصة بعملاء من الفئة VIP دون وجود طلب رسمي أو تفويض من مدير الامتثال. الحساب حاول تعديل مستوى مخاطر عدد من العملاء في نظام AML Screening. تكررت هذه المحاولات 47 مرة خلال أسبوع واحد.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
عملية بنكية: نظام تخطيط موارد المؤسسة (ERP) | القسم: الموارد البشرية | حرجية: منخفض | التهديد: اختراق قاعدة البيانات | نقطة الضعف: نظام قديم | الأصول: أنظمة التخزين السحابي | RTO: 72.0h | RPO: 720m,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
سيناريو تعافي DRP-027: تهديد 'هجوم حجب الخدمة (DDoS)' يؤثر على [أنظمة كشف التسلل]. إجراءات: عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة. تطبيق إجراءات الإغلاق الآمن للأنظمة المتأثرة.,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"سيناريو تعافي DRP-080: تهديد 'هجوم حجب الخدمة (DDoS)' يؤثر على [أنظمة البريد الإلكتروني, خوادم قواعد البيانات]. إجراءات: تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
عملية بنكية: نظام مكافحة الاحتيال | القسم: المالية | حرجية: متوسط | التهديد: تصيد احتيالي (Phishing) | نقطة الضعف: برامج غير محدثة | الأصول: أنظمة كشف التسلل | RTO: 8.0h | RPO: 120m,SUSPICIOUS_BEHAVIOR,Medium,data\bank_scenarios_import.csv,6
"ملاحظة امتثال مستخرجة من 2-12-4 (NCA_ECC_2018.pdf): Cybersecurity Incident and Threat Management 2-13 To ensure timely identification, detection, effective management and handling of cybersecurity incidents and threats to prevent or minimize negative impacts on organization’s operation taking into consideration the Royal Decree number 37140, dated 14/8/1438H. Objective Controls Requirements for cybersecurity incidents and threat management must be defined, documented and approved.",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
حساب خدمة مخصص لتشغيل عمليات المطابقة الليلية في نظام الخزينة قام بمحاولات متعددة للوصول إلى وحدات نظام الموارد البشرية وبيانات الرواتب خارج نطاق صلاحياته المحددة. الحساب من النوع غير التفاعلي ولا ينبغي له إطلاق جلسات تفاعلية، غير أنه سُجّل تسجيل دخول تفاعلي من محطة عمل موظف في قسم المالية. يُشير هذا النمط إلى احتمال استخدام بيانات اعتماد حساب الخدمة من قِبل شخص غير مخوّل. تعد هذه المخالفة انتهاكاً صريحاً لمبدأ الحد الأدنى من الصلاحيات.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
عملية بنكية: التقارير التنظيمية | القسم: إدارة الأصول | حرجية: منخفض | التهديد: فشل الأجهزة | نقطة الضعف: نقص النسخ الاحتياطي | الأصول: أجهزة المستخدمين النهائية | RTO: 48.0h | RPO: 1440m,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"ملاحظة امتثال مستخرجة من 2-13-3 (NCA_OTCC.pdf): , cybersecu- rity requirements for cybersecurity incident and threat manage- ment in OT/ICS must include, at a minimum, the following:",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
سيناريو تعافي DRP-019: تهديد 'هجوم حجب الخدمة (DDoS)' يؤثر على [خوادم قواعد البيانات]. إجراءات: تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"**معرف العملية:** P-025
    **اسم العملية:** نظام إدارة المخاطر

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'تصيد احتيالي (Phishing)' يستهدف 'أنظمة كشف التسلل'، وهو أحد الأصول الرئيسية لعملية 'نظام إدارة المخاطر'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص النسخ الاحتياطي'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام إدارة المخاطر' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 0.5 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 6 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'تطبيق المراسلة الآمن', 'الاسم': 'SecureChat'}
    - **سبب التواصل:** طلب تفعيل خطة استمرارية الأعمال.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",SUSPICIOUS_BEHAVIOR,Critical,data\bank_scenarios_import.csv,6
